student_id,program_name
13898,SPED
27795,SPED
22938,.
22431,.
18048,.
20392,SPED
14407,SPED
25452,.
19819,.
24621,.
10241,.
26151,.
25649,.
20881,.
22326,.
26626,SPED
28196,.
15104,.
23974,.
18086,.
22734,.
29075,.
26962,.
18109,.
29387,.
12367,.
11465,.
28217,.
20470,.
20048,.
27878,.
19127,.
22331,.
25826,.
22917,SPED
25379,.
11466,.
11519,LEP
26048,.
14712,.
19016,.
22820,.
22276,.
17371,.
23439,.
27828,.
17490,.
15616,.
20234,SPED
10537,.
19183,.
20295,Tier 2
22775,.
17907,.
16231,.
22598,.
16654,.
21418,SPED
23881,.
19283,.
21090,.
10451,.
16075,.
24998,.
29109,.
29131,.
13887,.
26182,.
21805,.
17569,.
25813,.
22255,.
14719,.
25157,.
15352,.
12611,.
11176,.
27184,.
22262,.
20244,.
20538,.
20765,.
24547,.
27378,.
24398,SPED
20877,.
11112,.
18553,.
14503,.
24393,.
10478,.
23410,.
20834,.
28059,.
28711,.
18632,.
19555,.
18507,.
19823,.
16888,.
28657,.
19411,.
28455,.
10543,.
20740,.
12453,.
27916,.
15021,.
10791,.
18483,.
22559,.
17730,.
26468,.
25212,.
27715,.
10574,.
14892,.
14598,.
20680,.
13484,Tier 2
19375,.
14487,.
25645,.
26449,.
16350,.
18783,Tier 2
19573,Tier 2
14523,.
29073,.
10550,.
28485,.
17706,SPED
22335,.
25653,.
19414,.
10871,.
10128,.
19396,.
21938,.
26409,Tier 2
27548,.
23610,.
16050,.
15395,.
18691,.
12528,.
26710,.
26013,.
16803,.
26333,.
27476,.
13051,.
14842,.
18256,.
13200,.
10586,.
15697,.
21255,.
23579,.
27945,.
24912,.
11286,.
18174,.
12877,.
19448,.
14293,.
19599,.
23892,.
21223,.
16592,.
23651,.
21874,Tier 2
12892,.
28467,.
20849,.
20347,.
18088,.
17521,.
20383,.
28939,.
27970,.
19052,.
19463,.
17787,.
28086,.
16895,.
10475,.
21752,.
27979,.
10642,.
10931,.
16237,.
17262,SPED
10035,SPED
13530,.
21569,.
11387,.
20850,.
18249,.
16171,.
26927,Tier 2
19893,.
28945,.
10335,.
12562,.
10555,.
26199,.
17332,SPED
19566,.
12008,.
16079,.
25783,.
25993,.
13161,.
28825,Tier 2
11784,.
19604,.
29614,.
16569,.
10434,.
28058,.
13638,.
17286,.
17573,.
22704,Tier 2
24086,.
21265,.
13826,.
25946,.
29065,.
17405,Tier 2
28865,Tier 2
26750,.
13874,Tier 2
17960,.
24766,.
13193,.
15315,.
24926,.
23027,.
16015,.
24821,.
23592,.
18398,.
18791,.
16610,.
22618,.
19370,.
22471,.
17799,.
26041,.
18112,.
17994,.
18855,.
23769,.
19058,.
23971,.
28203,.
16374,.
18800,.
12440,.
23584,.
26323,.
25530,.
18499,.
13327,.
17517,.
12646,.
24726,.
25600,.
29046,.
15364,.
23254,.
16180,Tier 2
10360,.
29152,.
22343,.
23161,.
22305,Tier 2
16824,.
29327,.
25234,.
20900,.
13656,.
10823,.
19028,.
23424,.
25672,.
16300,.
19900,.
19624,.
12094,.
15750,.
25509,.
15289,.
26368,SPED
11333,.
27808,SPED
17410,.
29367,.
24312,.
13955,.
15844,.
20981,.
21885,.
21460,.
27391,.
26860,.
25242,.
16270,SPED
24135,.
22155,.
19089,.
17268,Gifted
13041,.
28777,.
15270,.
16807,.
10824,.
12101,SPED
25983,Tier 2
12727,.
21616,SPED
17353,SPED
12522,Tier 2
28751,SPED
16543,.
21360,.
19936,.
20731,SPED
12003,.
15613,.
18388,.
16039,.
17678,.
24557,.
13325,Tier 2
22873,Tier 2
29370,SPED
10988,.
24945,.
21627,.
12415,.
25507,.
16257,.
10458,Tier 2
29206,.
14466,SPED
12815,.
27275,.
25359,.
12610,.
19212,.
16089,Tier 2
12282,.
26519,.
11946,.
24079,.
17672,.
27240,.
28426,.
19809,SPED
26110,.
28770,.
13437,.
28655,Tier 2
14072,Tier 2
10009,.
14179,SPED
15214,SPED
19259,.
13549,.
13240,.
25730,.
26337,.
19730,Tier 2
19664,.
25209,.
16566,.
18904,.
17729,.
29220,.
21213,.
17647,.
17133,.
26258,.
14900,.
16256,SPED
27761,SPED
15250,.
20319,.
29049,.
24389,.
17212,SPED
28386,.
25319,.
17970,.
27524,SPED
19277,.
16986,.
11927,.
12200,.
23405,SPED
29629,.
22435,.
13465,.
20518,.
21988,.
17662,.
13989,.
12622,Tier 2
24139,.
10150,.
14447,.
26645,.
21976,.
25143,Tier 2
29776,.
25299,.
25286,.
13266,.
11378,.
27087,.
26740,.
19003,.
15621,.
21946,.
12868,.
18958,.
12248,.
23674,.
27137,.
26727,.
22508,.
27327,.
19017,.
28697,.
18822,.
22847,.
11103,.
27620,.
27776,.
22033,.
21160,.
26668,.
16475,.
21903,.
21184,.
10235,.
27020,.
14101,.
16871,.
27716,.
14224,.
27022,Tier 2
11298,.
29035,.
19094,SPED
18063,.
13560,.
14617,.
20388,.
17650,.
21299,.
25398,.
26578,.
17679,.
16364,.
27494,NULL
17328,.
24648,.
16264,.
23993,.
16217,.
22799,.
21233,.
22571,.
12106,SPED
17002,SPED
10158,.
20790,.
17232,.
21853,Tier 2
12356,.
18234,.
14217,.
21330,.
13750,.
19036,.
16901,.
23054,Tier 2
24307,.
10312,.
16328,.
10559,.
24407,.
18087,.
12977,.
18508,.
23597,.
25183,.
23919,SPED
28755,.
13643,.
22025,.
13722,.
28015,.
11207,.
12244,Tier 2
21450,.
26493,.
12832,.
16467,SPED
24995,.
16840,.
19008,.
25247,.
29895,.
18953,.
18403,.
27628,.
28468,.
18289,.
22392,.
14690,.
19586,.
10284,.
15260,.
17725,Tier 2
12208,.
22517,.
27689,Tier 2
10199,.
27650,Tier 2
26278,.
16412,.
24305,.
11987,.
22592,.
25018,.
29176,.
19223,.
21224,.
18364,.
16363,.
24171,.
16981,NULL
13924,.
16729,.
12722,.
21467,.
26125,.
24891,Tier 2
23101,.
22210,.
10301,.
23791,.
12717,.
22153,.
12245,.
15473,SPED
20233,.
13811,.
10011,.
20482,Tier 2
23831,.
13709,Tier 2
26169,.
23013,Gifted
18189,.
26780,.
28878,.
24620,.
13309,.
24975,.
12349,.
12043,.
11037,.
19451,.
15826,.
27115,.
19571,.
12350,.
13055,.
19188,.
19042,.
26552,.
14070,.
16877,LEP
14378,.
29340,.
16156,.
15027,.
24068,.
20553,.
15591,.
11538,.
22466,.
23927,.
27602,SPED
11913,.
26420,.
22564,.
27488,.
12526,.
24028,.
20098,.
29036,.
19990,SPED
29773,.
25785,.
24470,.
21402,.
28538,.
14084,.
10148,.
17770,.
14749,.
26158,.
26856,.
12468,.
16796,.
16352,.
29103,.
15608,NULL
19876,.
24338,.
25540,.
24259,.
28049,.
13696,.
20175,.
22456,.
26309,.
16413,.
25488,.
13013,SPED
22414,Tier 2
14561,.
24768,SPED
29585,.
12376,.
13122,SPED
26997,.
16229,.
22438,.
19939,LEP
25961,.
11768,.
13305,.
23700,.
12236,.
27368,.
10209,Tier 2
16134,.
29639,.
28081,.
20577,.
12535,.
29268,.
28983,.
12472,.
11167,.
27507,.
11169,.
11457,SPED
17738,.
15450,.
18469,.
10700,.
15373,SPED
25150,SPED
22666,.
29019,504
15657,.
25042,.
10763,.
26098,.
13664,Tier 2
25251,.
22469,.
24974,.
21480,.
16750,.
27609,SPED
17831,.
22746,.
26568,.
22901,.
26586,.
19614,.
25356,.
23330,.
17676,.
24226,.
19323,.
15193,.
29945,.
18067,.
27319,.
11975,.
27701,.
21032,.
21940,.
21037,.
12153,.
20325,.
21862,.
23043,SPED
10658,.
27392,.
12890,SPED
20095,.
19818,Tier 2
28667,.
13480,.
20378,.
22318,SPED
25417,.
14331,.
26249,.
11346,.
25367,.
29456,.
20853,.
15424,.
25471,.
28956,.
11972,Gifted
29130,.
29827,.
15208,.
27355,.
17381,.
27179,.
15072,.
26479,Tier 2
